company,location,total_laid_off,date,percentage_laid_off,industry,stage,funds_raised,country,date_added,months,year,company_stage,funding_level,layoff_severity,full_shutdown,covid_period,layoff_percentage
proofpoint,sf bay area,280.0,2024-01-31,0.06,security,acquired,885.0,united states,2024-01-31,1,2024,mature,very high funding,low,0,after covid,6.0
trove recommerce,sf bay area,130.0,2024-01-31,0.18,retail,series e,152.0,united states,2024-02-02,1,2024,growth,medium funding,severe,0,after covid,18.0
circleci,sf bay area,100.0,2024-01-31,0.16,product,series f,315.0,united states,2024-02-01,1,2024,growth,high funding,moderate,0,after covid,16.0
thinx,new york city,95.0,2024-01-31,0.18,retail,acquired,26.0,united states,2024-01-31,1,2024,mature,low funding,severe,0,after covid,18.0
innoviz,"tel aviv, non-u.s.",60.0,2024-01-31,0.13,transportation,post-ipo,547.0,israel,2024-02-01,1,2024,mature,very high funding,moderate,0,after covid,13.0
the messenger,miami,50.0,2024-01-31,1.0,media,unknown,186.5,united states,2024-02-01,1,2024,unknown,high funding,full shutdown,1,after covid,100.0
zuora,sf bay area,75.0,2024-01-31,0.08,finance,post-ipo,647.0,united states,2024-02-02,1,2024,mature,very high funding,low,0,after covid,8.0
paypal,sf bay area,2500.0,2024-01-30,0.09,finance,post-ipo,216.0,united states,2024-01-30,1,2024,mature,high funding,low,0,after covid,9.0
block,sf bay area,1000.0,2024-01-30,0.1,finance,post-ipo,150.0,united states,2024-01-30,1,2024,mature,medium funding,low,0,after covid,10.0
kiwi.com,"brno, non-u.s.",216.0,2024-01-30,0.18,travel,unknown,107.0,czech republic,2024-01-30,1,2024,unknown,medium funding,severe,0,after covid,18.0
aurora solar,sf bay area,111.0,2024-01-30,0.2,energy,series d,523.0,united states,2024-01-30,1,2024,growth,very high funding,severe,0,after covid,20.0
wattpad,"toronto, non-u.s.",20.0,2024-01-30,0.1,media,acquired,117.0,canada,2024-01-31,1,2024,mature,medium funding,low,0,after covid,10.0
techcrunch,sf bay area,7.0,2024-01-30,0.15,media,acquired,85.0,united states,2024-01-31,1,2024,mature,medium funding,moderate,0,after covid,15.0
noom,new york city,135.0,2024-01-30,0.16,fitness,series f,657.0,united states,2024-01-31,1,2024,growth,very high funding,moderate,0,after covid,16.0
procore,santa barbara,127.0,2024-01-30,0.04,construction,post-ipo,654.0,united states,2024-02-29,1,2024,mature,very high funding,low,0,after covid,4.0
vipps,"vilnius, non-u.s.",75.0,2024-01-30,0.2,finance,unknown,186.5,lithuania,2024-02-01,1,2024,unknown,high funding,severe,0,after covid,20.0
irobot,boston,350.0,2024-01-29,0.31,consumer,post-ipo,30.0,united states,2024-01-29,1,2024,mature,low funding,full shutdown,0,after covid,31.0
dispatchhealth,denver,88.0,2024-01-29,0.2,healthcare,series e,733.0,united states,2024-01-30,1,2024,growth,very high funding,severe,0,after covid,20.0
loopio,"toronto, non-u.s.",73.0,2024-01-29,0.06,sales,private equity,263.0,canada,2024-01-30,1,2024,mature,high funding,low,0,after covid,6.0
salesforce,sf bay area,700.0,2024-01-26,0.01,sales,post-ipo,65.0,united states,2024-01-26,1,2024,mature,medium funding,low,0,after covid,1.0
flexport,sf bay area,65.0,2024-01-26,0.2,logistics,series e,2400.0,united states,2024-01-26,1,2024,growth,very high funding,severe,0,after covid,20.0
productboard,sf bay area,35.5,2024-01-26,0.16,product,series d,263.0,united states,2024-01-27,1,2024,growth,high funding,moderate,0,after covid,16.0
microsoft,seattle,1900.0,2024-01-25,0.15,product,post-ipo,1.0,united states,2024-01-25,1,2024,mature,low funding,moderate,0,after covid,15.0
swiggy,"bengaluru, non-u.s.",400.0,2024-01-25,0.07,food,unknown,3600.0,india,2024-01-25,1,2024,unknown,very high funding,low,0,after covid,7.000000000000001
veho,boulder,65.0,2024-01-25,0.19,logistics,series b,299.0,united states,2024-01-26,1,2024,startup,high funding,severe,0,after covid,19.0
amperity,seattle,20.0,2024-01-25,0.14,marketing,series d,187.0,united states,2024-01-27,1,2024,growth,high funding,moderate,0,after covid,14.000000000000002
mvpindex,austin,12.0,2024-01-25,0.3,marketing,series b,27.0,united states,2024-02-16,1,2024,startup,low funding,full shutdown,0,after covid,30.0
business insider,new york city,50.0,2024-01-25,0.08,media,acquired,56.0,united states,2024-01-26,1,2024,mature,low funding,low,0,after covid,8.0
cova,"lagos, non-u.s.",75.0,2024-01-25,1.0,finance,unknown,186.5,nigeria,2024-01-26,1,2024,unknown,high funding,full shutdown,1,after covid,100.0
jamf,minneapolis,112.0,2024-01-25,0.06,other,post-ipo,332.0,united states,2024-01-25,1,2024,mature,high funding,low,0,after covid,6.0
cult.fit,"bengaluru, non-u.s.",100.0,2024-01-24,0.16,fitness,series f,635.0,india,2024-04-12,1,2024,growth,very high funding,moderate,0,after covid,16.0
personio,"munich, non-u.s.",100.0,2024-01-24,0.15,hr,series e,724.0,germany,2024-01-25,1,2024,growth,very high funding,moderate,0,after covid,15.0
storytel,"stockholm, non-u.s.",80.0,2024-01-24,0.13,media,post-ipo,275.0,sweden,2024-01-24,1,2024,mature,high funding,moderate,0,after covid,13.0
aurora,pittsburgh,128.0,2024-01-24,0.03,transportation,post-ipo,3700.0,united states,2024-01-25,1,2024,mature,very high funding,low,0,after covid,3.0
desktop metal,boston,112.0,2024-01-24,0.2,other,post-ipo,811.0,united states,2024-01-25,1,2024,mature,very high funding,severe,0,after covid,20.0
hubspot,boston,58.0,2024-01-24,0.14,marketing,post-ipo,100.0,united states,2024-01-25,1,2024,mature,medium funding,moderate,0,after covid,14.000000000000002
sap,"walldorf, non-u.s.",8000.0,2024-01-23,0.07,other,post-ipo,1300.0,germany,2024-01-24,1,2024,mature,very high funding,low,0,after covid,7.000000000000001
ebay,sf bay area,1000.0,2024-01-23,0.09,retail,post-ipo,1200.0,united states,2024-01-24,1,2024,mature,very high funding,low,0,after covid,9.0
vroom,new york city,800.0,2024-01-23,0.9,transportation,post-ipo,1300.0,united states,2024-01-23,1,2024,mature,very high funding,full shutdown,0,after covid,90.0
brex,sf bay area,282.0,2024-01-23,0.2,finance,series d,1500.0,united states,2024-01-23,1,2024,growth,very high funding,severe,0,after covid,20.0
cure.fit,"bengaluru, non-u.s.",120.0,2024-01-23,0.16,fitness,series f,625.0,india,2024-01-23,1,2024,growth,very high funding,moderate,0,after covid,16.0
gostudent,"vienna, non-u.s.",100.0,2024-01-23,0.2,education,series d,686.0,austria,2024-01-24,1,2024,growth,very high funding,severe,0,after covid,20.0
jellysmack,"paris, non-u.s.",30.0,2024-01-23,0.15,media,series c,22.0,france,2024-10-23,1,2024,growth,low funding,moderate,0,after covid,15.0
goto,boston,29.0,2024-01-23,0.15,other,acquired,2.0,united states,2024-01-26,1,2024,mature,low funding,moderate,0,after covid,15.0
seedr,"london, non-u.s.",15.0,2024-01-23,0.2,finance,acquired,28.0,united kingdom,2024-01-23,1,2024,mature,low funding,severe,0,after covid,20.0
riot games,los angeles,530.0,2024-01-22,0.11,consumer,acquired,21.0,united states,2024-01-22,1,2024,mature,low funding,low,0,after covid,11.0
xendit,"jakarta, non-u.s.",200.0,2024-01-22,0.2,finance,series d,534.0,indonesia,2024-02-02,1,2024,growth,very high funding,severe,0,after covid,20.0
tiktok,los angeles,60.0,2024-01-22,0.17,consumer,acquired,85.0,united states,2024-01-23,1,2024,mature,medium funding,severe,0,after covid,17.0
2u,washington d.c.,100.0,2024-01-22,0.2,education,post-ipo,426.0,united states,2024-01-23,1,2024,mature,high funding,severe,0,after covid,20.0
google,sf bay area,129.5,2024-01-22,0.17,consumer,post-ipo,26.0,united states,2024-01-23,1,2024,mature,low funding,severe,0,after covid,17.0
xendit,"jakarta, non-u.s.",75.0,2024-01-22,0.2,finance,series d,534.0,indonesia,2024-01-25,1,2024,growth,very high funding,severe,0,after covid,20.0
solaredge,"tel aviv, non-u.s.",900.0,2024-01-21,0.16,energy,post-ipo,155.0,israel,2024-01-22,1,2024,mature,medium funding,moderate,0,after covid,16.0
wayfair,boston,1650.0,2024-01-19,0.13,retail,post-ipo,1700.0,united states,2024-01-19,1,2024,mature,very high funding,moderate,0,after covid,13.0
amazon,seattle,30.0,2024-01-18,0.18,retail,post-ipo,108.0,united states,2024-01-19,1,2024,mature,medium funding,severe,0,after covid,18.0
fashinza,new york city,100.0,2024-01-18,0.18,retail,unknown,153.0,united states,2024-01-23,1,2024,unknown,medium funding,severe,0,after covid,18.0
stitch fix,dallas,100.0,2024-01-18,0.18,retail,post-ipo,79.0,united states,2024-01-25,1,2024,mature,medium funding,severe,0,after covid,18.0
youtube,sf bay area,100.0,2024-01-17,0.15,media,acquired,11.0,united states,2024-01-17,1,2024,mature,low funding,moderate,0,after covid,15.0
sirplus,"berlin, non-u.s.",60.0,2024-01-17,0.2,food,seed,4.5,germany,2024-01-18,1,2024,startup,low funding,severe,0,after covid,20.0
sondermind,denver,49.0,2024-01-16,0.17,healthcare,series c,183.0,united states,2024-01-18,1,2024,growth,medium funding,severe,0,after covid,17.0
first mode,seattle,48.0,2024-01-16,0.2,transportation,acquired,9.0,united states,2024-01-18,1,2024,mature,low funding,severe,0,after covid,20.0
ali technologies,"tokyo, non-u.s.",128.0,2024-01-16,1.0,transportation,unknown,186.5,japan,2024-01-20,1,2024,unknown,high funding,full shutdown,1,after covid,100.0
google,sf bay area,129.5,2024-01-16,0.17,consumer,post-ipo,26.0,united states,2024-01-30,1,2024,mature,low funding,severe,0,after covid,17.0
thursday,"london, non-u.s.",129.5,2024-01-16,0.7,consumer,seed,3.0,united kingdom,2024-01-16,1,2024,startup,low funding,full shutdown,0,after covid,70.0
veeam,columbus,300.0,2024-01-12,0.14,data,acquired,500.0,united states,2024-01-13,1,2024,mature,very high funding,moderate,0,after covid,14.000000000000002
grabcad,"tallinn, non-u.s.",13.0,2024-01-12,0.15,other,acquired,28.0,estonia,2024-01-12,1,2024,mature,low funding,moderate,0,after covid,15.0
artifact,sf bay area,50.0,2024-01-12,1.0,media,unknown,186.5,united states,2024-01-13,1,2024,unknown,high funding,full shutdown,1,after covid,100.0
dastgyr,"karachi, non-u.s.",100.0,2024-01-12,0.8,retail,series a,41.0,pakistan,2024-01-18,1,2024,startup,low funding,full shutdown,0,after covid,80.0
hologram,chicago,75.0,2024-01-12,0.12,infrastructure,unknown,82.0,united states,2024-01-18,1,2024,unknown,medium funding,moderate,0,after covid,12.0
vendr,boston,112.0,2024-01-12,0.15,other,series b,216.0,united states,2024-01-13,1,2024,startup,high funding,moderate,0,after covid,15.0
new work se,"hamburg, non-u.s.",400.0,2024-01-11,0.17,consumer,post-ipo,426.0,germany,2024-01-12,1,2024,mature,high funding,severe,0,after covid,17.0
playtika,"tel aviv, non-u.s.",300.0,2024-01-11,0.1,consumer,post-ipo,426.0,israel,2024-01-12,1,2024,mature,high funding,low,0,after covid,10.0
discord,sf bay area,170.0,2024-01-11,0.17,consumer,series h,995.0,united states,2024-01-11,1,2024,mature,very high funding,severe,0,after covid,17.0
inmobi,"bengaluru, non-u.s.",125.0,2024-01-11,0.05,marketing,unknown,320.0,india,2024-01-12,1,2024,unknown,high funding,low,0,after covid,5.0
audible,new york city,100.0,2024-01-11,0.05,media,acquired,14.0,united states,2024-01-12,1,2024,mature,low funding,low,0,after covid,5.0
7shifts,"saskatoon, non-u.s.",68.0,2024-01-11,0.19,food,series c,131.0,canada,2024-01-18,1,2024,growth,medium funding,severe,0,after covid,19.0
sisense,new york city,60.0,2024-01-11,0.13,data,series f,274.0,united states,2024-01-12,1,2024,growth,high funding,moderate,0,after covid,13.0
cloudflare,sf bay area,40.0,2024-01-11,0.1,security,post-ipo,332.0,united states,2024-02-02,1,2024,mature,high funding,low,0,after covid,10.0
888,"tel aviv, non-u.s.",129.5,2024-01-11,0.17,consumer,post-ipo,426.0,israel,2024-01-13,1,2024,mature,high funding,severe,0,after covid,17.0
certinia,sf bay area,112.0,2024-01-11,0.15,other,unknown,194.0,united states,2024-01-13,1,2024,unknown,high funding,moderate,0,after covid,15.0
chief,new york city,60.0,2024-01-11,0.15,hr,series b,140.0,united states,2024-01-16,1,2024,startup,medium funding,moderate,0,after covid,15.0
dextrous robotics,memphis,65.0,2024-01-11,1.0,logistics,unknown,186.5,united states,2024-01-12,1,2024,unknown,high funding,full shutdown,1,after covid,100.0
citrix,miami,1000.0,2024-01-10,0.12,infrastructure,acquired,20.0,united states,2024-01-11,1,2024,mature,low funding,moderate,0,after covid,12.0
google,sf bay area,1000.0,2024-01-10,0.17,consumer,post-ipo,26.0,united states,2024-01-11,1,2024,mature,low funding,severe,0,after covid,17.0
iac,new york city,330.0,2024-01-10,0.17,consumer,post-ipo,426.0,united states,2024-01-13,1,2024,mature,high funding,severe,0,after covid,17.0
freshdirect,new york city,100.0,2024-01-10,0.03,food,acquired,280.0,united states,2024-01-30,1,2024,mature,high funding,low,0,after covid,3.0
beam benefits,columbus,74.0,2024-01-10,0.2,healthcare,series e,168.0,united states,2024-01-10,1,2024,growth,medium funding,severe,0,after covid,20.0
instagram,sf bay area,60.0,2024-01-10,0.17,consumer,acquired,57.0,united states,2024-01-12,1,2024,mature,low funding,severe,0,after covid,17.0
amazon,seattle,100.0,2024-01-10,0.18,retail,post-ipo,108.0,united states,2024-01-10,1,2024,mature,medium funding,severe,0,after covid,18.0
chargepoint,sf bay area,104.0,2024-01-10,0.12,manufacturing,unknown,1400.0,united states,2024-01-12,1,2024,unknown,very high funding,moderate,0,after covid,12.0
sofi,sf bay area,75.0,2024-01-10,0.04,finance,post-ipo,3000.0,united states,2024-01-12,1,2024,mature,very high funding,low,0,after covid,4.0
twitch,sf bay area,500.0,2024-01-09,0.35,consumer,acquired,35.0,united states,2024-01-09,1,2024,mature,low funding,full shutdown,0,after covid,35.0
branch,columbus,85.0,2024-01-09,0.2,finance,series c,229.0,united states,2024-01-10,1,2024,growth,high funding,severe,0,after covid,20.0
nevro,sf bay area,63.0,2024-01-09,0.05,healthcare,post-ipo,556.0,united states,2024-01-10,1,2024,mature,very high funding,low,0,after covid,5.0
fullstory,atlanta,50.0,2024-01-09,0.1,marketing,unknown,197.0,united states,2024-01-24,1,2024,unknown,high funding,low,0,after covid,10.0
uber freight,sf bay area,40.0,2024-01-09,0.15,logistics,subsidiary,2700.0,united states,2024-01-11,1,2024,mature,very high funding,moderate,0,after covid,15.0
rent the runway,new york city,37.0,2024-01-09,0.1,retail,post-ipo,526.0,united states,2024-01-09,1,2024,mature,very high funding,low,0,after covid,10.0
treasure financial,sf bay area,14.0,2024-01-09,0.6,finance,series a,14.0,united states,2024-01-30,1,2024,startup,low funding,full shutdown,0,after covid,60.0
humane,sf bay area,10.0,2024-01-09,0.04,hardware,series c,230.0,united states,2024-01-10,1,2024,growth,high funding,low,0,after covid,4.0
evbox,"amsterdam, non-u.s.",137.0,2024-01-09,0.25,energy,post-ipo,426.0,netherlands,2024-01-23,1,2024,mature,high funding,full shutdown,0,after covid,25.0
morning consult,washington d.c.,79.0,2024-01-09,0.14,data,series b,91.0,united states,2024-01-16,1,2024,startup,medium funding,moderate,0,after covid,14.000000000000002
trend micro,"tokyo, non-u.s.",70.0,2024-01-09,0.02,security,unknown,186.5,japan,2024-01-10,1,2024,unknown,high funding,low,0,after covid,2.0
unity,sf bay area,1800.0,2024-01-08,0.25,product,post-ipo,1300.0,united states,2024-01-08,1,2024,mature,very high funding,full shutdown,0,after covid,25.0
flipkart,"bengaluru, non-u.s.",1100.0,2024-01-08,0.05,retail,acquired,12900.0,india,2024-01-13,1,2024,mature,very high funding,low,0,after covid,5.0
nuscale power,corvallis,154.0,2024-01-08,0.28,energy,post-ipo,470.0,united states,2024-01-07,1,2024,mature,very high funding,full shutdown,0,after covid,28.000000000000004
flexe,seattle,99.0,2024-01-08,0.38,logistics,series d,263.0,united states,2024-01-08,1,2024,growth,high funding,full shutdown,0,after covid,38.0
pitch,"berlin, non-u.s.",80.0,2024-01-08,0.67,other,series b,138.0,germany,2024-01-08,1,2024,startup,medium funding,full shutdown,0,after covid,67.0
benchsci,"toronto, non-u.s.",70.0,2024-01-08,0.17,healthcare,series d,164.0,canada,2024-01-08,1,2024,growth,medium funding,severe,0,after covid,17.0
here,miami,100.0,2024-01-08,1.0,real estate,seed,5.0,united states,2024-01-09,1,2024,startup,low funding,full shutdown,1,after covid,100.0
ledger investing,new york city,75.0,2024-01-08,0.25,finance,series b,91.0,united states,2024-01-15,1,2024,startup,medium funding,full shutdown,0,after covid,25.0
lendio,lehi,75.0,2024-01-08,0.2,finance,series e,108.0,united states,2024-01-15,1,2024,growth,medium funding,severe,0,after covid,20.0
meridianlink,los angeles,75.0,2024-01-08,0.09,finance,post-ipo,485.0,united states,2024-01-13,1,2024,mature,very high funding,low,0,after covid,9.0
livevox,sf bay area,100.0,2024-01-07,0.11,support,acquired,12.0,united states,2024-01-20,1,2024,mature,low funding,low,0,after covid,11.0
nanostring technologies,seattle,50.0,2024-01-06,0.09,healthcare,post-ipo,826.0,united states,2024-01-09,1,2024,mature,very high funding,low,0,after covid,9.0
cue health,san diego,94.0,2024-01-05,0.13,healthcare,post-ipo,899.0,united states,2024-01-07,1,2024,mature,very high funding,moderate,0,after covid,13.0
lever,sf bay area,69.5,2024-01-05,0.17,recruiting,acquired,123.0,united states,2024-01-07,1,2024,mature,medium funding,severe,0,after covid,17.0
trigo,"tel aviv, non-u.s.",30.0,2024-01-04,0.15,retail,series c,199.0,israel,2024-01-05,1,2024,growth,high funding,moderate,0,after covid,15.0
invision,new york city,35.5,2024-01-04,1.0,product,series f,356.0,united states,2024-01-05,1,2024,growth,high funding,full shutdown,1,after covid,100.0
videoamp,los angeles,58.0,2024-01-04,0.2,marketing,series f,456.0,united states,2024-01-05,1,2024,growth,very high funding,severe,0,after covid,20.0
xerox,norwalk,3000.0,2024-01-03,0.15,hardware,post-ipo,27200.0,united states,2024-02-29,1,2024,mature,very high funding,moderate,0,after covid,15.0
lazada group,"singapore, non-u.s.",100.0,2024-01-03,0.3,retail,acquired,7200.0,singapore,2024-01-05,1,2024,mature,very high funding,full shutdown,0,after covid,30.0
orca security,"tel aviv, non-u.s.",60.0,2024-01-03,0.15,security,series c,632.0,israel,2024-01-03,1,2024,growth,very high funding,moderate,0,after covid,15.0
